"","x"
"1",0
"2",0.0161626142496585
"3",0.0757023200397564
"4",0.0641214738458146
"5",0.0415781037975573
"6",0.148592861435691
"7",0.138271070053391
"8",0.199977693293699
"9",0.161037315205974
"10",0.192378122800515
"11",0.303529733282387
"12",0.299349413912776
"13",0.220687461778806
"14",0.360656149816812
"15",0.340061570371511
"16",0.421075878894607
"17",0.45514080020279
"18",0.464164077259288
"19",0.433519879670477
"20",0.272693822862162
"21",0.0738977436129063
"22",0.055712760547954
"23",-0.017607383284745
"24",-0.0402931915198728
"25",0.0150734319628917
"26",0.0884226314124204
"27",0.0596825817685088
"28",0.0218771836644525
"29",0.126462897781079
"30",0.0956154198441858
"31",0.0989923843350178
"32",0.0285600383127441
"33",-0.0746320322638601
"34",0.00579025270477236
"35",0.0207099397824187
"36",-0.0445982946304219
"37",-0.0901750819098649
"38",-0.0224590197973584
"39",-0.125242489416844
"40",-0.118271116475312
"41",-0.135702510961168
"42",-0.0630623284853754
"43",-0.000496625928606997
"44",0.0310694025063784
"45",-0.0343330438540124
"46",-0.012162516449995
"47",0.0660722562167834
"48",-0.0127715304745262
"49",-0.0255149412032226
"50",-0.0104140873416084
"51",-0.0203717425106761
"52",0.101505359931566
"53",0.0591259267236153
"54",0.144172077281344
"55",0.299834200672317
"56",0.342067240052134
"57",0.352377571698808
"58",0.447620581641219
"59",0.42440297536689
"60",0.498247855700253
"61",0.523463250557862
"62",0.564954789325839
"63",0.610130526887685
"64",0.487401688080234
"65",0.409248766670646
"66",0.406018529745652
"67",0.427907453213981
"68",0.51381843397943
"69",0.534194354565172
"70",0.595711271541224
"71",0.52521868661332
"72",0.480157298604135
"73",0.583274943933196
"74",0.555057399445968
"75",0.566795441714188
"76",0.39778935739997
"77",0.332000789685684
"78",0.328432727142365
"79",0.300363680063372
"80",0.372360228518609
"81",0.405683175561392
"82",0.41262588229229
"83",0.438011547763841
"84",0.331292560233338
"85",0.293372128122964
"86",0.274540886950864
"87",0.268952968291662
"88",0.119952376903265
"89",0.0746269471850945
"90",0.00107638248951168
"91",-0.0381412879572302
"92",-0.0187530419595534
"93",-0.0599660659098516
"94",-0.143603578233855
"95",-0.223779528997771
"96",-0.0562769844068714
"97",-0.141215876453379
"98",-0.0925270748782506
"99",-0.113235132602437
"100",-0.147079132140493
"101",-0.0922077301502368
"102",-0.0949644143835458
"103",-0.120428062279862
"104",-0.0890872727675546
"105",-0.0632390814539578
"106",-0.13507960445734
"107",-0.201667203975683
"108",-0.370832061723569
"109",-0.420811771157025
"110",-0.372861319545886
"111",-0.358293506209671
"112",-0.400941820813744
"113",-0.238633334366863
"114",-0.126472027260909
"115",-0.0906577176410498
"116",-0.0551523970395791
"117",-0.190052979581093
"118",-0.331749100053136
"119",-0.241202188514728
"120",-0.245255701941835
"121",-0.153350980936533
"122",-0.160107694340129
"123",-0.0837473258535984
"124",-0.0820139355255884
"125",-0.0946875414246732
"126",-0.0406912449742322
"127",-0.014343017736645
"128",0.030698125725782
"129",-0.0601908940470956
"130",-0.187975325139118
"131",-0.191020308910425
"132",-0.206401591038365
"133",-0.197793950072679
"134",-0.242777302577354
"135",-0.268183747194772
"136",-0.286859858098993
"137",-0.469249651879935
"138",-0.540045799771116
"139",-0.486999945180873
"140",-0.405701623328929
"141",-0.257108527003274
"142",-0.401640550273165
"143",-0.356373517048355
"144",-0.473337850938883
"145",-0.498084793041647
"146",-0.454476861122611
"147",-0.44559463702104
"148",-0.516223880569267
"149",-0.52338484686041
"150",-0.643992267847678
"151",-0.685195897627645
"152",-0.749824330376766
"153",-0.721894136357427
"154",-0.760539077038985
"155",-0.753919322855887
"156",-0.784129530887778
"157",-0.746266746005879
"158",-0.757218861060927
"159",-0.721655541313315
"160",-0.685404755883363
"161",-0.61470074610732
"162",-0.618326235631889
"163",-0.629418548280549
"164",-0.743157779910337
"165",-0.785790638016716
"166",-0.866541448799476
"167",-0.826839623135524
"168",-0.907121339242192
"169",-0.954894204751931
"170",-0.794874252290149
"171",-0.81786754934698
"172",-0.791793149802975
"173",-0.754846979746255
"174",-0.75688058666502
"175",-0.871912441089544
"176",-0.896216317458469
"177",-0.866379029043342
