"","x"
"1",0
"2",0.0099155022247925
"3",-0.0101072275554116
"4",-0.00128948532096269
"5",0.0101874175127883
"6",-0.059270639528464
"7",-0.0864404357779892
"8",-0.0497463245577568
"9",-0.0285313336415202
"10",-0.0518087170337714
"11",-0.00489273859978159
"12",0.0136049651581757
"13",0.0746088865412148
"14",0.0570094233439878
"15",0.0638086437958633
"16",0.0887230215814784
"17",0.0470907767373661
"18",0.0269777257449427
"19",0.0517781245051637
"20",0.0361749392973028
"21",0.00868308161161684
"22",0.0379978082033631
"23",0.0821832277490299
"24",0.0657575204171184
"25",0.0801417082029843
"26",0.0775700049698033
"27",0.0874051077416113
"28",0.0139023128813504
"29",0.00776304787476101
"30",0.0615569739770788
"31",0.100023025496682
"32",0.0928417623481145
"33",0.0471322326149638
"34",0.0054547703864145
"35",-0.0312319118971841
"36",-0.0133431375986738
"37",0.0255765783676846
"38",0.0669701773427988
"39",0.042127018443743
"40",0.0367568363543467
"41",0.048540072090202
"42",0.0594595350446353
"43",0.0363985791394472
"44",0.0286746917074873
"45",0.0450792298254233
"46",0.0897712763627376
"47",0.150328564706526
"48",0.151972315102231
"49",0.115361466854459
"50",0.132185745745791
"51",0.156751943512097
"52",0.204479220965962
"53",0.205565256223706
"54",0.202069535475559
"55",0.239043294906996
"56",0.228743397442025
"57",0.28651692239504
"58",0.27123233791218
"59",0.295483146938264
"60",0.31362041440578
"61",0.315184064825968
"62",0.347719684477269
"63",0.382052087595302
"64",0.413103584427668
"65",0.432828704328754
"66",0.408659676913866
"67",0.387054018428269
"68",0.330096606025622
"69",0.295767705169867
"70",0.256241530804839
"71",0.276679267985774
"72",0.29887527590596
"73",0.30415078254973
"74",0.293346787756562
"75",0.289383326394959
"76",0.269160837696053
"77",0.252987265525343
"78",0.28943749257018
"79",0.34091336891004
"80",0.37673758810974
"81",0.368482708668734
"82",0.383570113842621
"83",0.357222493089875
"84",0.345509174713628
"85",0.332221742614851
"86",0.30196784416336
"87",0.264581766739243
"88",0.290873092871235
"89",0.329331514535106
"90",0.283834858654665
"91",0.267883679000562
"92",0.271942479223577
"93",0.288851990431255
"94",0.301820985209429
"95",0.301845274377957
"96",0.263222134530628
"97",0.256093639057614
"98",0.255160108977971
"99",0.262196746046264
"100",0.276150974251456
"101",0.283054074875386
"102",0.277019819690832
"103",0.333789692032585
"104",0.348276558362614
"105",0.313521547977846
"106",0.328213325734182
"107",0.293405630871076
"108",0.277446382335883
"109",0.306832542959835
"110",0.265733354165307
"111",0.283994976392374
"112",0.254428855248977
"113",0.272684237442364
"114",0.264478340369495
"115",0.286965248544645
"116",0.289939227312977
"117",0.290585630530256
"118",0.289267162701119
"119",0.30080163502182
"120",0.286921743755548
"121",0.240897909144647
"122",0.263843996820478
"123",0.29085415410439
"124",0.227502271592274
"125",0.243305962132713
"126",0.247651836186235
"127",0.245936833310558
"128",0.276628337256933
"129",0.315091998742388
"130",0.348829859379781
"131",0.379081978819746
"132",0.378121225633099
"133",0.437708306026382
"134",0.4390414319393
"135",0.435096703274588
"136",0.428732699127938
"137",0.461453351531373
"138",0.480369148185604
"139",0.514899698043703
"140",0.46388099006555
"141",0.477829844967901
"142",0.422134873681689
"143",0.395254229402395
"144",0.387633039912947
"145",0.390499937281573
"146",0.406799034909024
"147",0.381458045907637
"148",0.334429711370579
"149",0.334101770223559
"150",0.337076776725711
"151",0.357343729287736
"152",0.346969951593032
"153",0.304027357695691
"154",0.273209205711536
"155",0.250708983436683
"156",0.263912567256269
"157",0.278694121184012
"158",0.267165470203385
"159",0.261022542143918
"160",0.251628969935149
"161",0.218056358951449
"162",0.198364127600411
"163",0.271651633146261
"164",0.280124445015222
"165",0.312983128286764
"166",0.331986513271068
"167",0.315271143797714
"168",0.327451678587767
"169",0.391705689863059
"170",0.380621331185725
"171",0.374429388526767
"172",0.320684831664156
"173",0.355842589960923
"174",0.334232980215233
"175",0.316190655128114
"176",0.30163912621172
"177",0.269477083746426
"178",0.317370090168313
"179",0.289456450368305
"180",0.255093448363641
"181",0.265981703505063
