,betas
402,0.091874563
403,0.090663233
404,0.101564195
405,0.100325627
406,0.096989002
407,0.098821043
408,0.099742326
409,0.102775012
410,0.102752443
411,0.106792766
412,0.107885262
413,0.103617274
414,0.095936047
415,0.096835109
416,0.098927456
417,0.094666827
418,0.098984812
419,0.102017408
420,0.09800755
421,0.09653219
422,0.098885034
423,0.098132327
424,0.099946919
425,0.102991587
426,0.096915156
427,0.093868233
428,0.099384072
429,0.102492565
430,0.09677361
431,0.095619108
432,0.09589225
433,0.093385911
434,0.096509877
435,0.098464634
436,0.100053758
437,0.103473553
438,0.105606939
439,0.105840955
440,0.103033637
441,0.100949998
442,0.098071844
443,0.09621968
444,0.094845166
445,0.101432631
446,0.096003337
447,0.102115017
448,0.097411089
449,0.095755253
450,0.100077902
451,0.103293562
452,0.10445924
453,0.097921522
454,0.100494842
455,0.098295352
456,0.096452169
457,0.097463706
458,0.098031459
459,0.101509411
460,0.095892287
461,0.100099941
462,0.096028333
463,0.098239975
464,0.099503831
465,0.102591451
466,0.099554154
467,0.10006965
468,0.103635494
469,0.103207923
470,0.10462759
471,0.105908519
472,0.107642934
473,0.105678283
474,0.108102457
475,0.105426147
476,0.10784074
477,0.110288448
478,0.11198686
479,0.114072675
480,0.112962239
481,0.112927312
482,0.113288378
483,0.115089815
484,0.116654475
485,0.108256181
486,0.10888119
487,0.110096146
488,0.109213216
489,0.103904597
490,0.10708008
491,0.106783244
492,0.107044174
493,0.095594386
494,0.099590612
495,0.097168691
496,0.096172645
497,0.101424489
498,0.105045681
499,0.105253002
500,0.102955553
501,0.106899266
502,0.104305132
503,0.105346189
504,0.108365544
505,0.101415563
506,0.105662294
507,0.097974667
508,0.095937047
509,0.102222339
510,0.099566869
511,0.102734093
512,0.103894411
513,0.106280548
514,0.101845031
515,0.100811263
516,0.100269354
517,0.099645261
518,0.097142523
519,0.093125364
520,0.094603789
521,0.099985672
522,0.097590065
523,0.101131609
524,0.10380645
525,0.106356843
526,0.105410841
527,0.098553399
528,0.095961977
529,0.100749483
530,0.099520685
531,0.100213954
532,0.096466938
533,0.096304379
534,0.099172943
535,0.103743205
536,0.102661465
537,0.1055327
538,0.100838484
539,0.098584741
540,0.096229147
541,0.093198935
542,0.097737162
543,0.102629566
544,0.099443073
545,0.105157546
546,0.107731695
547,0.10529313
548,0.104355195
549,0.106353
550,0.109014197
551,0.104078068
552,0.107583476
553,0.109679681
554,0.109624111
555,0.109469788
556,0.099941454
557,0.097574296
558,0.102262466
559,0.104940859
560,0.102822185
561,0.105758988
562,0.10176111
563,0.101427991
564,0.102461717
565,0.104439895
566,0.102783863
567,0.101294473
568,0.096406258
569,0.094468254
570,0.103720431
571,0.107554427
572,0.10045402
573,0.099781533
574,0.095636822
575,0.09715297
576,0.101783252
577,0.102719698
578,0.101605295
579,0.103876672
580,0.102189507
581,0.103147301
582,0.100335869
583,0.09656932
584,0.094186926
585,0.094775955
586,0.094219059
587,0.094067735
588,0.093204505
589,0.10128022
590,0.103290319
591,0.102697764
592,0.100795309
593,0.101324282
594,0.104518384
595,0.107263984
596,0.106123918
597,0.103478908
598,0.099939231
599,0.100004532
600,0.098213672
601,0.095718653
602,0.093409133
603,0.095468729
604,0.095127424
605,0.101498766
606,0.099175508
607,0.09969087
608,0.098081239
609,0.100133298
610,0.102584778
611,0.106038333
612,0.098859886
613,0.096539037
614,0.094686344
615,0.096998584
616,0.098070823
617,0.097386055
618,0.096351618
619,0.097155132
620,0.100408216
621,0.094674439
622,0.094173442
623,0.100037566
624,0.099849676
625,0.098475966
626,0.103311693
627,0.101315304
628,0.105900446
629,0.108116208
630,0.106251149
631,0.107609231
632,0.10937922
633,0.104973123
634,0.106026106
635,0.107745096
636,0.108089857
637,0.106616136
638,0.10150542
639,0.105696516
640,0.106763246
641,0.099754631
642,0.103352069
643,0.102191927
644,0.103263279
645,0.102246039
646,0.103958516
647,0.102895627
648,0.106158801
649,0.108885673
650,0.11121424
651,0.107141687
652,0.10866277
653,0.10781593
654,0.101548137
655,0.104343138
656,0.097901953
657,0.099462433
658,0.095783231
659,0.103776711
660,0.105384069
661,0.108075749
662,0.110037329
663,0.112321772
664,0.108536248
665,0.104237079
666,0.100710041
667,0.098368423
668,0.103433883
669,0.095910541
670,0.097895964
671,0.103708789
672,0.105807121
673,0.106993219
674,0.105868499
675,0.100508052
676,0.097737053
677,0.100666332
678,0.097976245
679,0.095108789
680,0.09219109
681,0.094795418
682,0.093276802
683,0.09227585
684,0.099315089
685,0.09713275
686,0.095642274
687,0.095619195
688,0.102670261
689,0.095563032
690,0.100211948
691,0.09963237
692,0.103618707
693,0.10559735
694,0.100318905
695,0.104616431
696,0.105145687
697,0.106307326
698,0.095432418
699,0.100586628
700,0.102740418
701,0.102253076
702,0.102227242
703,0.101639791
704,0.105648279
705,0.106290984
706,0.107133652
707,0.109548382
708,0.111950008
709,0.104799294
710,0.106244705
711,0.097322595
712,0.094956599
713,0.096690125
714,0.095364684
715,0.097662192
716,0.100816277
717,0.098207083
718,0.102724866
719,0.098451051
720,0.101732269
721,0.099104045
722,0.098100437
723,0.103588372
724,0.100765699
725,0.097835217
726,0.09532996
727,0.102336781
728,0.098919449
729,0.097681856
730,0.098059949
731,0.101190703
732,0.104113719
733,0.097444957
734,0.096892741
735,0.096650264
736,0.093973999
737,0.095363267
738,0.104271205
739,0.096856328
740,0.094766617
741,0.098803306
742,0.100574528
743,0.105101446
744,0.102939499
745,0.105994983
746,0.10129149
747,0.104268204
748,0.097498713
749,0.094771504
750,0.09320567
751,0.097373924
752,0.095360424
753,0.09515281
754,0.094419485
755,0.095925095
756,0.101891889
757,0.103220917
758,0.105470545
759,0.105282906
760,0.104927629
761,0.104395125
762,0.105459852
763,0.108624874
764,0.102963382
765,0.102039588
766,0.104531935
767,0.102031758
768,0.101753603
769,0.102380719
770,0.10150282
771,0.100284731
772,0.104079376
773,0.102715291
774,0.105366457
775,0.099566909
776,0.097116193
777,0.095831906
778,0.101258489
779,0.105906465
780,0.101486761
781,0.09482373
782,0.093984369
783,0.099117916
784,0.100426766
785,0.097059108
786,0.096918489
787,0.097153554
788,0.101079866
789,0.103171487
790,0.105287295
791,0.098074952
792,0.102691068
793,0.101523876
794,0.103823057
795,0.105797839
796,0.103042338
797,0.099849264
798,0.103645752
799,0.103460209
800,0.107472991
801,0.103311758
802,0.107424849
803,0.106787416
804,0.105841294
805,0.100737155
806,0.094627188
807,0.09888558
808,0.097639808
809,0.097038059
810,0.099150191
811,0.10043653
812,0.094689712
813,0.101997083
814,0.100880846
815,0.10263991
816,0.100152149
817,0.099194648
818,0.098643276
819,0.101569569
820,0.102370791
821,0.100540789
822,0.094920511
823,0.098553639
824,0.096348534
825,0.097384005
826,0.095097196
827,0.096700457
828,0.102695213
829,0.099496975
830,0.103986842
831,0.107684623
832,0.108957647
833,0.110764777
834,0.113002283
835,0.11204036
836,0.113469255
837,0.104718436
838,0.104268851
839,0.101754111
840,0.10048283
841,0.10216067
842,0.101844471
843,0.100282661
844,0.100413065
845,0.101194372
846,0.097189737
847,0.101205052
848,0.09587231
849,0.092245549
850,0.101836339
851,0.10030867
852,0.099360578
853,0.096682183
854,0.096233163
855,0.097201331
856,0.098952836
857,0.098117838
858,0.100569639
859,0.098043851
860,0.095143873
861,0.093091233
862,0.090624726
863,0.095958539
864,0.093788056
865,0.097251559
866,0.096588463
867,0.093160791
868,0.093945782
869,0.098752671
870,0.097180955
871,0.09672494
872,0.10028637
873,0.104871019
874,0.096510604
875,0.101730594
876,0.100034274
877,0.096528564
878,0.097193
879,0.09605595
880,0.101714556
881,0.103835363
882,0.100690591
883,0.105291254
884,0.108437647
885,0.10485039
886,0.104892282
887,0.102550746
888,0.103311624
889,0.102157871
890,0.103699122
891,0.107407198
892,0.106853373
893,0.104049884
894,0.099407048
895,0.094463093
896,0.09268499
897,0.097800822
898,0.1009645
899,0.097090562
900,0.092890277
901,0.09231142
902,0.093579518
903,0.095183674
904,0.098586754
905,0.101718888
906,0.105494277
907,0.105492699
908,0.104761342
909,0.102248778
910,0.101145095
911,0.098808719
912,0.103057989
913,0.10143079
914,0.101110675
915,0.104360667
916,0.102073052
917,0.104369846
918,0.102964389
919,0.096634122
920,0.096868246
921,0.096965626
922,0.099091709
923,0.097258529
924,0.102767711
925,0.101412639
926,0.100952872
927,0.101749968
928,0.104924122
929,0.108436889
930,0.110878786
931,0.105855882
932,0.10091448
933,0.100842915
934,0.100099506
935,0.103161245
936,0.105631369
937,0.101037244
938,0.10202229
939,0.10175699
940,0.098070712
941,0.101294889
942,0.09888619
943,0.101628809
944,0.102450753
945,0.100785664
946,0.103474595
947,0.098186597
948,0.100642542
949,0.097905211
950,0.099709028
951,0.094882558
952,0.095890396
953,0.102935609
954,0.098860433
955,0.100181056
956,0.102628441
957,0.104277791
958,0.107858293
959,0.10541333
960,0.100223213
961,0.096093047
962,0.097343629
963,0.094065122
964,0.099363099
965,0.104377863
966,0.104510868
967,0.105244023
968,0.098766924
969,0.095931835
970,0.09609701
971,0.101724514
972,0.105026045
973,0.102354601
974,0.10385872
975,0.103048612
976,0.10547612
977,0.103538952
978,0.106179433
979,0.104942072
980,0.101396672
981,0.098548407
982,0.098091823
983,0.097701848
984,0.099528926
985,0.096145402
986,0.096481876
987,0.097035286
988,0.096433222
989,0.099983129
990,0.097624811
991,0.095199006
992,0.098808665
993,0.102749707
994,0.097548411
995,0.102825743
996,0.101379499
997,0.102451548
998,0.103559456
999,0.101331957
1000,0.09925467
1001,0.103462677
1002,0.099601239
1003,0.101481337
1004,0.099357527
1005,0.098666178
1006,0.095172019
1007,0.094991812
1008,0.099507303
1009,0.101207276
1010,0.105212927
1011,0.096925355
1012,0.099768402
1013,0.097580863
1014,0.09606326
1015,0.102143845
1016,0.105033795
1017,0.102207732
1018,0.104109552
1019,0.102035089
1020,0.106116366
1021,0.106302201
1022,0.10705159
1023,0.09577343
1024,0.094215582
1025,0.102836675
1026,0.104983712
1027,0.106642296
1028,0.106132592
1029,0.102557797
1030,0.103745819
1031,0.106385173
1032,0.107365021
1033,0.104547423
1034,0.108080652
1035,0.105716458
1036,0.107165726
1037,0.106889546
1038,0.101154331
1039,0.104077864
1040,0.106301592
1041,0.104420275
1042,0.107681032
1043,0.100216589
1044,0.099338777
1045,0.103542185
1046,0.106264537
1047,0.104032974
1048,0.102568822
1049,0.101610359
1050,0.096236762
1051,0.094117924
1052,0.097305827
1053,0.103927681
1054,0.104204948
1055,0.107830064
1056,0.104674275
1057,0.09825537
1058,0.104699417
1059,0.103523897
1060,0.104886203
1061,0.095901567
1062,0.101766333
1063,0.104544098
1064,0.098276155
1065,0.094128956
1066,0.093408571
1067,0.099462216
1068,0.097564083
1069,0.10167743
1070,0.103645978
1071,0.102951881
1072,0.102606706
1073,0.102560011
1074,0.09975262
1075,0.098937376
1076,0.09889426
1077,0.09555713
1078,0.099225369
1079,0.103918363
1080,0.102723344
1081,0.106169287
1082,0.108471537
1083,0.105405407
1084,0.104936599
1085,0.108321679
1086,0.108633205
1087,0.110079284
1088,0.108338148
1089,0.1071046
1090,0.106014369
1091,0.100975373
1092,0.098797543
1093,0.102075813
1094,0.095926027
1095,0.093253403
1096,0.090355214
1097,0.094055363
1098,0.097719812
1099,0.096619495
1100,0.101481153
1101,0.098335201
1102,0.099394553
1103,0.094900703
1104,0.098086898
1105,0.096132461
1106,0.096872251
1107,0.09951015
1108,0.10487707
1109,0.104756189
1110,0.103951343
1111,0.104947431
1112,0.101828365
1113,0.102681895
1114,0.105673509
1115,0.104922612
1116,0.107987487
1117,0.101778312
1118,0.10095477
1119,0.102359225
1120,0.098980244
1121,0.096181034
1122,0.101003412
1123,0.103065319
1124,0.106840116
1125,0.104447608
1126,0.102785669
1127,0.098314083
1128,0.101992124
1129,0.105138247
1130,0.099200083
1131,0.095445866
1132,0.099041259
1133,0.097812671
1134,0.102603269
1135,0.106807772
1136,0.107165267
1137,0.101424694
1138,0.09487543
1139,0.095447705
1140,0.093863784
1141,0.103142431
1142,0.098272303
1143,0.101832546
1144,0.098574045
1145,0.10055642
1146,0.103263339
1147,0.101293062
1148,0.101940346
1149,0.104535675
1150,0.10266138
1151,0.102380653
1152,0.106823427
1153,0.10862561
1154,0.103705691
1155,0.101840889
1156,0.096287912
1157,0.096011839
1158,0.101995424
1159,0.102667644
1160,0.099691756
1161,0.100698077
1162,0.099461825
1163,0.104827179
1164,0.105671277
1165,0.099596729
1166,0.103742439
1167,0.106381078
1168,0.101940156
1169,0.101872107
1170,0.096414519
1171,0.092711299
1172,0.099407249
1173,0.095121264
1174,0.101999422
1175,0.106103678
1176,0.10535611
1177,0.103083925
1178,0.106116372
1179,0.102410183
1180,0.095835849
1181,0.099837565
1182,0.099206179
1183,0.101079361
1184,0.099421189
1185,0.098492843
1186,0.098888277
1187,0.09976471
1188,0.099946362
1189,0.10308557
1190,0.098678306
1191,0.099948878
1192,0.09826888
1193,0.10028625
1194,0.099218217
1195,0.099826922
1196,0.100292857
1197,0.098110131
1198,0.096823157
1199,0.10238239
1200,0.097635677
1201,0.102278034
1202,0.105588193
1203,0.107995129
1204,0.103997071
1205,0.105890722
1206,0.099756145
1207,0.104557925
1208,0.101595152
1209,0.099125402
1210,0.098054788
1211,0.100296905
1212,0.101653716
1213,0.102823321
1214,0.102738619
1215,0.10208229
1216,0.106290344
1217,0.102582444
1218,0.10413528
1219,0.10668753
1220,0.107240446
1221,0.105937306
1222,0.108544723
1223,0.107375882
1224,0.107173857
1225,0.106993924
1226,0.106220724
1227,0.096537999
1228,0.101088149
1229,0.098802237
1230,0.095549877
1231,0.095819194
1232,0.096855449
1233,0.093529046
1234,0.095251038
1235,0.0985315
1236,0.098917867
1237,0.094778872
1238,0.097701186
1239,0.094930857
1240,0.10337366
1241,0.104210508
1242,0.106545649
1243,0.10433179
1244,0.100984006
1245,0.101211765
1246,0.102856795
1247,0.104755967
1248,0.108153635
1249,0.09894111
1250,0.09510135
1251,0.100672667
1252,0.097086341
1253,0.103470471
1254,0.106746123
1255,0.106662677
1256,0.101905701
1257,0.096166793
1258,0.092480273
1259,0.092578564
1260,0.09849055
1261,0.103342545
1262,0.101784329
1263,0.105536151
1264,0.105112437
1265,0.098055437
1266,0.099714918
1267,0.102860199
1268,0.10518397
1269,0.103357494
1270,0.105386205
1271,0.102032394
1272,0.103811112
1273,0.104355478
1274,0.103508497
1275,0.097496735
1276,0.102401388
1277,0.097423122
1278,0.103847205
1279,0.10143305
1280,0.100165037
1281,0.100864646
1282,0.100795367
1283,0.099079196
1284,0.102172834
1285,0.106591809
1286,0.104233425
1287,0.106588708
1288,0.109351032
1289,0.10839451
1290,0.110402975
1291,0.103370795
1292,0.102007159
1293,0.096851832
1294,0.099665162
1295,0.100960039
1296,0.100610708
1297,0.097695988
1298,0.103480271
1299,0.10627977
1300,0.109373622
1301,0.100313514
1302,0.095627326
1303,0.102500326
1304,0.096452606
1305,0.093940706
1306,0.091430994
1307,0.094654504
1308,0.102431624
1309,0.101791362
1310,0.099423614
1311,0.100540788
1312,0.103636484
1313,0.10141138
1314,0.097267268
1315,0.101003112
1316,0.102177186
1317,0.100873149
1318,0.094455038
1319,0.094353317
1320,0.093178826
1321,0.09315917
1322,0.098458258
1323,0.10478556
1324,0.102382026
1325,0.102750789
1326,0.098534582
1327,0.100056234
1328,0.099590678
1329,0.094782761
1330,0.098050151
1331,0.104498011
1332,0.10776596
1333,0.107236807
1334,0.100977981
1335,0.102669278
1336,0.101484887
1337,0.101386417
1338,0.098096532
1339,0.103310412
1340,0.106099023
1341,0.104617605
1342,0.108019969
1343,0.097250416
1344,0.100335035
1345,0.102902646
1346,0.10703237
1347,0.103113186
1348,0.101600186
1349,0.101051561
1350,0.105258184
1351,0.106839965
1352,0.107016525
1353,0.108296738
1354,0.109061391
1355,0.104714979
1356,0.102488091
1357,0.098564133
1358,0.101991532
1359,0.103192955
1360,0.104431035
1361,0.098533499
1362,0.097866106
1363,0.095773638
1364,0.101961184
1365,0.105841734
1366,0.108189655
1367,0.108658058
1368,0.108533766
1369,0.111030831
1370,0.111842505
1371,0.106894263
1372,0.10668761
1373,0.101826749
1374,0.105463943
1375,0.101932234
1376,0.100955342
1377,0.099152386
1378,0.095314119
1379,0.09580009
1380,0.099726284
1381,0.103205482
1382,0.099094484
1383,0.103219214
1384,0.10700719
1385,0.10048908
1386,0.095816695
1387,0.097118593
1388,0.102213359
1389,0.096485344
1390,0.092980007
1391,0.096914402
1392,0.09626177
1393,0.09701096
1394,0.098929622
1395,0.099296261
1396,0.099108418
1397,0.098309977
1398,0.098092121
1399,0.100401828
1400,0.095200554
1401,0.100572418
1402,0.099576329
1403,0.094159756
1404,0.0960143
1405,0.103022914
1406,0.098028991
1407,0.096306525
1408,0.094460004
1409,0.095259846
1410,0.099700104
1411,0.103557914
1412,0.105035847
1413,0.106763078
1414,0.100163639
1415,0.104684022
1416,0.106040175
1417,0.104896425
1418,0.106609052
1419,0.10784564
1420,0.106385882
1421,0.10097686
1422,0.103473214
1423,0.105585625
1424,0.107621924
1425,0.107800662
1426,0.108216175
1427,0.110707239
1428,0.104331216
1429,0.107391255
1430,0.101451656
1431,0.099720127
1432,0.099773655
1433,0.103105037
1434,0.101776403
1435,0.09808381
1436,0.100980139
1437,0.102349882
1438,0.106544476
1439,0.109658713
1440,0.104579396
1441,0.103291898
1442,0.095590107
1443,0.097098344
1444,0.093740121
1445,0.091351887
1446,0.097131442
1447,0.099978836
1448,0.096434772
1449,0.09445651
1450,0.092495458
1451,0.096206407
1452,0.093238294
1453,0.096240452
1454,0.096762534
1455,0.101128115
1456,0.099349555
1457,0.104090302
1458,0.098368066
1459,0.0995596
1460,0.099032073
1461,0.095118115
1462,0.100985961
1463,0.105530142
1464,0.099246994
1465,0.102878106
1466,0.106981894
1467,0.102504536
1468,0.097869349
1469,0.101422077
1470,0.102260958
1471,0.099689444
1472,0.104619736
1473,0.10549005
1474,0.105575358
1475,0.104667287
1476,0.100541526
1477,0.100890058
1478,0.101951064
1479,0.100609503
1480,0.10041007
1481,0.102372244
1482,0.103428669
1483,0.102624488
1484,0.106900153
1485,0.107011339
1486,0.105322049
1487,0.108487806
1488,0.102436524
1489,0.100477148
1490,0.099215279
1491,0.098825213
1492,0.104460615
1493,0.10690661
1494,0.105889733
1495,0.108609709
1496,0.107000274
1497,0.101165022
1498,0.104071645
1499,0.103900103
1500,0.101438593
1501,0.102776286
1502,0.10693535
1503,0.108092638
1504,0.104306172
1505,0.098996763
1506,0.097481459
1507,0.095236146
1508,0.099340279
1509,0.102626819
1510,0.103565185
1511,0.10392036
1512,0.105510916
1513,0.104220738
1514,0.099113878
1515,0.104766314
1516,0.105498629
1517,0.104516328
1518,0.102529147
1519,0.099256968
1520,0.102924824
1521,0.106266608
1522,0.10703086
1523,0.109275891
1524,0.11100812
1525,0.101139303
1526,0.104039869
1527,0.106756526
1528,0.103475402
1529,0.104867593
1530,0.105932634
1531,0.101929798
1532,0.098450742
1533,0.098435748
1534,0.098261775
1535,0.098942624
1536,0.099006589
1537,0.095875399
1538,0.103827876
1539,0.10752685
1540,0.102756134
1541,0.105701493
1542,0.104677937
1543,0.100699756
1544,0.10113204
1545,0.100003841
1546,0.100796827
1547,0.10530806
1548,0.103936925
1549,0.098257167
1550,0.102893216
1551,0.106671359
1552,0.1052633
1553,0.108596606
1554,0.10756914
1555,0.108980727
1556,0.106595221
1557,0.104964117
1558,0.103431328
1559,0.098759613
1560,0.103070715
1561,0.105759625
1562,0.104698163
1563,0.104873864
1564,0.105333157
1565,0.106312925
1566,0.109471853
1567,0.110994779
1568,0.110383859
1569,0.109174541
1570,0.107664178
1571,0.109460752
1572,0.106146819
1573,0.106831473
1574,0.09675601
1575,0.104108042
1576,0.101283271
1577,0.101922775
1578,0.103287429
1579,0.106858603
1580,0.104597271
1581,0.106387488
1582,0.104817956
1583,0.104170926
1584,0.101915398
1585,0.100891304
1586,0.105570789
1587,0.108638681
1588,0.099475044
1589,0.102861986
1590,0.09997377
1591,0.096655904
1592,0.093344659
1593,0.091683499
1594,0.090887311
1595,0.093945645
1596,0.093683104
1597,0.092460852
1598,0.098011017
1599,0.102671423
1600,0.104602002
1601,0.10685747
1602,0.109267892
1603,0.107225518
1604,0.103026993
1605,0.096278585
1606,0.096403428
1607,0.100387152
1608,0.104902334
1609,0.106881373
1610,0.104542785
1611,0.105886237
1612,0.107227573
1613,0.10790487
1614,0.110268422
1615,0.107867936
1616,0.110553605
1617,0.112220859
1618,0.111361037
1619,0.11287217
1620,0.112884067
1621,0.108809107
1622,0.105293847
1623,0.09895725
1624,0.100832101
1625,0.097347667
1626,0.093816634
1627,0.097494121
1628,0.098322622
1629,0.098252053
1630,0.097003579
1631,0.101652695
1632,0.103572688
1633,0.107265447
1634,0.102720986
1635,0.101439394
1636,0.098192399
1637,0.100035778
1638,0.100838556
1639,0.104630576
1640,0.10821671
1641,0.108133055
1642,0.107671321
1643,0.109620149
1644,0.112013239
1645,0.112503234
1646,0.10752004
1647,0.10309041
1648,0.10368843
1649,0.105246657
1650,0.107547256
1651,0.110303189
1652,0.111771307
1653,0.111368462
1654,0.113524261
1655,0.115376644
1656,0.112748841
1657,0.113657154
1658,0.113179718
1659,0.114098769
1660,0.115615808
1661,0.10928485
1662,0.109835948
1663,0.106792724
1664,0.098728328
1665,0.098381023
