,betas
923,1.041631189
924,1.041631189
925,1.041631189
926,1.041631189
927,1.041631189
928,1.041631189
929,1.041631189
930,1.041631189
931,1.041631189
932,1.041631189
933,1.041631189
934,1.041631189
935,1.041631189
936,1.041631189
937,1.041631189
938,1.041619821
939,1.041619821
940,1.041610928
941,1.041610928
942,1.041610928
943,1.041610928
944,1.041610928
945,1.041610928
946,1.041610928
947,1.041610928
948,1.041610928
949,1.041610928
950,1.041610928
951,1.041610928
952,1.041610928
953,1.041610928
954,1.041610928
955,1.041610928
956,1.041610928
957,1.041610928
958,1.041610928
959,1.041610928
960,1.041610928
961,1.041610928
962,1.041610928
963,1.041610928
964,1.041610928
965,1.041610928
966,1.041610928
967,1.041610928
968,1.041610928
969,1.041610928
970,1.041610928
971,1.041610928
972,1.041610928
973,1.041446126
974,1.041446126
975,1.041446126
976,1.041446126
977,1.041446126
978,1.041446126
979,1.041446126
980,1.041446126
981,1.041446126
982,1.041446126
983,1.041446126
984,1.041446126
985,1.041446126
986,1.041446126
987,1.041446126
988,1.041446126
989,1.041446126
990,1.041446126
991,1.041446126
992,1.041446126
993,1.041446126
994,1.041446126
995,1.041446126
996,1.041446126
997,1.041446126
998,1.041446126
999,1.041446126
1000,1.041446126
1001,1.041446126
1002,1.041446126
1003,1.041446126
1004,1.041446126
1005,1.041446126
1006,1.041446126
1007,1.041446126
1008,1.041446126
1009,1.041446126
1010,1.041446126
1011,1.041446126
1012,1.041404264
1013,1.041404264
1014,1.041404264
1015,1.041404264
1016,1.041404264
1017,1.041404264
1018,1.041404264
1019,1.041404264
1020,1.041404264
1021,1.041404264
1022,1.041404708
1023,1.041404708
1024,1.041404708
1025,1.041404708
1026,1.041404708
1027,1.041404708
1028,1.041404708
1029,1.041404708
1030,1.041404708
1031,1.041404708
1032,1.041404708
1033,1.041404708
1034,1.041404708
1035,1.041404708
1036,1.041404708
1037,1.041404708
1038,1.041404708
1039,1.041404708
1040,1.041404708
1041,1.041404708
1042,1.041404708
1043,1.041404708
1044,1.041404708
1045,1.041404708
1046,1.041404708
1047,1.041404708
1048,1.041404708
1049,1.041404708
1050,1.041404708
1051,1.041404708
1052,1.041404708
1053,1.041404708
1054,1.041404708
1055,1.041404708
1056,1.041404708
1057,1.041404708
1058,1.041404708
1059,1.041404708
1060,1.041404708
1061,1.041404708
1062,1.041404708
1063,1.041404708
1064,1.041404708
1065,1.041404708
1066,1.041404708
1067,1.041404708
1068,1.041404708
1069,1.041393425
1070,1.041393425
1071,1.041393425
1072,1.041393425
1073,1.041393425
1074,1.041393425
1075,1.041393425
1076,1.041393425
1077,1.041393425
1078,1.041393425
1079,1.041393425
1080,1.041393425
1081,1.041393425
1082,1.041392289
1083,1.041392289
1084,1.041392289
1085,1.041392289
1086,1.041392289
1087,1.041392289
1088,1.041392289
1089,1.041392289
1090,1.041390114
1091,1.041390114
1092,1.041390114
1093,1.041390114
1094,1.041390114
1095,1.041381829
1096,1.041381829
1097,1.041381829
1098,1.041381829
1099,1.041381829
1100,1.041381829
1101,1.041381829
1102,1.041381829
1103,1.041381829
1104,1.04137732
1105,1.04137732
1106,1.04137732
1107,1.04137732
1108,1.04137732
1109,1.04137732
1110,1.04137732
1111,1.04137732
1112,1.04137732
1113,1.04137732
1114,1.04137732
1115,1.04137732
1116,1.04137732
1117,1.04137732
1118,1.04137732
1119,1.04137732
1120,1.04137732
1121,1.04137732
1122,1.04137732
1123,1.04137732
1124,1.04137732
1125,1.04137732
1126,1.04137732
1127,1.04137732
1128,1.04137732
1129,1.04137732
1130,1.04137732
1131,1.04137732
1132,1.04137732
1133,1.04137732
1134,1.04137732
1135,1.04137732
1136,1.04137732
1137,1.04137732
1138,1.04137732
1139,1.04137732
1140,1.04137732
1141,1.04137732
1142,1.04137732
1143,1.04137732
1144,1.04137732
1145,1.04137732
1146,1.04137732
1147,1.04137732
1148,1.04137732
1149,1.04137732
1150,1.04137732
1151,1.04137732
1152,1.04137732
1153,1.04137732
1154,1.04137732
1155,1.04137732
1156,1.04137732
1157,1.04137732
1158,1.04137732
1159,1.04137732
1160,1.04137732
1161,1.04137732
1162,1.04137732
1163,1.04137732
1164,1.04137732
1165,1.04137732
1166,1.04137732
1167,1.04137732
1168,1.04137732
1169,1.04137732
1170,1.04137732
1171,1.04137732
1172,1.04137732
1173,1.04137732
1174,1.04137732
1175,1.04137732
1176,1.04137732
1177,1.04137732
1178,1.04137732
1179,1.04137732
1180,1.04137732
1181,1.04137732
1182,1.04137732
1183,1.04137732
1184,1.04137732
1185,1.04137732
1186,1.04137732
1187,1.04137732
1188,1.04137732
1189,1.04137732
1190,1.04137732
1191,1.04137732
1192,1.04137732
1193,1.04136884
1194,1.04136884
1195,1.04136884
1196,1.04136884
1197,1.04136884
1198,1.04136884
1199,1.04136884
1200,1.04136884
1201,1.04136884
1202,1.04136884
1203,1.04136884
1204,1.04136884
1205,1.04136884
1206,1.04136884
1207,1.04136884
1208,1.04136884
1209,1.04136884
1210,1.04136884
1211,1.04136884
1212,1.04136884
1213,1.04136884
1214,1.04136884
1215,1.04136884
1216,1.04136884
1217,1.04136884
1218,1.04136884
1219,1.04136884
1220,1.04136884
1221,1.04136884
1222,1.04136884
1223,1.04136884
1224,1.04136884
1225,1.04136884
1226,1.04130515
1227,1.04130515
1228,1.04130515
1229,1.04130515
1230,1.04130515
1231,1.04130515
1232,1.04130515
1233,1.04130515
1234,1.04130515
1235,1.04130515
1236,1.041276744
1237,1.041276744
1238,1.041276744
1239,1.041276744
1240,1.041276744
1241,1.041276744
1242,1.041276744
1243,1.041276744
1244,1.041276744
1245,1.041276744
1246,1.041276744
1247,1.041276744
1248,1.041276744
1249,1.041276744
1250,1.041276744
1251,1.041276744
1252,1.041276744
1253,1.041276744
1254,1.041276744
1255,1.041276744
1256,1.041276744
1257,1.041276744
1258,1.041276744
1259,1.041276744
1260,1.041276744
1261,1.041276744
1262,1.041276744
1263,1.041276744
1264,1.041276744
1265,1.041276744
1266,1.041276744
1267,1.041276744
1268,1.041276744
1269,1.041276744
1270,1.041208839
1271,1.041208839
1272,1.041208839
1273,1.041208839
1274,1.041208839
1275,1.041208839
1276,1.041196179
1277,1.041196179
1278,1.041196179
1279,1.041196179
1280,1.041196179
1281,1.041196179
1282,1.041196179
1283,1.041196179
1284,1.041196179
1285,1.041196179
1286,1.041196179
1287,1.041196179
1288,1.041196179
1289,1.041196179
1290,1.041196179
1291,1.041196179
1292,1.041196179
1293,1.041196179
1294,1.041196179
1295,1.041196179
1296,1.041196179
1297,1.041196179
1298,1.041196179
1299,1.041196179
1300,1.041196179
1301,1.041196179
1302,1.041196179
1303,1.041196179
1304,1.041196179
1305,1.041196179
1306,1.041196179
1307,1.041196179
1308,1.041196179
1309,1.041196179
1310,1.041196179
1311,1.041196179
1312,1.041196179
1313,1.041171991
1314,1.041171991
1315,1.041150811
1316,1.041150811
1317,1.041150811
1318,1.041150811
1319,1.041150811
1320,1.041120134
1321,1.041120134
1322,1.041120134
1323,1.041120134
1324,1.041120134
1325,1.041120134
1326,1.041120134
1327,1.041120134
1328,1.041120134
1329,1.041120134
1330,1.041120134
1331,1.041120134
1332,1.041120134
1333,1.041120134
1334,1.041120134
1335,1.041120134
1336,1.041120134
1337,1.041120134
1338,1.041120134
1339,1.041120134
1340,1.041120134
1341,1.041120134
1342,1.041120134
1343,1.041120134
1344,1.041120134
1345,1.041120134
1346,1.041120134
1347,1.041120134
1348,1.041120134
1349,1.041120134
1350,1.041120134
1351,1.041120134
1352,1.041120134
1353,1.041120134
1354,1.041120134
1355,1.041120134
1356,1.041120134
1357,1.041120134
1358,1.041120134
1359,1.041120134
1360,1.041120134
1361,1.041120134
1362,1.041120134
1363,1.041120134
1364,1.041120134
1365,1.041120134
1366,1.041120134
1367,1.041120134
1368,1.041120134
1369,1.041120134
1370,1.041120134
1371,1.041120134
1372,1.041120134
1373,1.041120134
1374,1.041120134
1375,1.041120134
1376,1.041120134
1377,1.041120134
1378,1.041120134
1379,1.041120134
1380,1.041120134
1381,1.041120134
1382,1.041120134
1383,1.041120134
1384,1.041120134
1385,1.041120134
1386,1.041120134
1387,1.041120134
1388,1.041120134
1389,1.041120134
1390,1.041120134
1391,1.041120134
1392,1.041120134
1393,1.041120134
1394,1.041120078
1395,1.041120078
1396,1.041120078
1397,1.041120078
1398,1.041120078
1399,1.041111852
1400,1.041111852
1401,1.041111852
1402,1.041111852
1403,1.041111852
1404,1.041111852
1405,1.041111852
1406,1.041111852
1407,1.041111852
1408,1.041093154
1409,1.041093154
1410,1.041093154
1411,1.041093154
1412,1.041093154
1413,1.041093154
1414,1.041093154
1415,1.041093154
1416,1.041056242
1417,1.041056242
1418,1.041056242
1419,1.041056242
1420,1.041006442
1421,1.041006442
1422,1.041006442
1423,1.041006442
1424,1.041006442
1425,1.041006442
1426,1.041006442
1427,1.041006442
1428,1.041006442
1429,1.041006442
1430,1.041006442
1431,1.041006442
1432,1.041006442
1433,1.041006442
1434,1.041006442
1435,1.041006442
1436,1.041006442
1437,1.041006442
1438,1.041006442
1439,1.041006442
1440,1.041006442
1441,1.041006442
1442,1.041006442
1443,1.041006442
1444,1.041006442
1445,1.041006442
1446,1.041006442
1447,1.041006442
1448,1.041006442
1449,1.041006442
1450,1.041006442
1451,1.041006442
1452,1.041006442
1453,1.041006442
1454,1.041006442
1455,1.041006442
1456,1.041006442
1457,1.041006442
1458,1.041006442
1459,1.041006442
1460,1.041006442
1461,1.041006442
1462,1.041006442
1463,1.041006442
1464,1.041006442
1465,1.041006442
1466,1.041006442
1467,1.041006442
1468,1.041006442
1469,1.041006442
1470,1.040589033
1471,1.040589033
1472,1.040589033
1473,1.040589033
1474,1.040589033
1475,1.040589033
1476,1.040589033
1477,1.040589033
1478,1.040589033
1479,1.040589033
1480,1.040589033
1481,1.040589033
1482,1.040589033
1483,1.040589033
1484,1.040589033
1485,1.040589033
1486,1.040553421
1487,1.040553421
1488,1.040553421
1489,1.040553421
1490,1.040553421
1491,1.040553421
1492,1.040553421
1493,1.040553421
1494,1.040553421
1495,1.040553421
1496,1.040553421
1497,1.040553421
1498,1.040553421
1499,1.040553421
1500,1.040553421
1501,1.040547198
1502,1.040547198
1503,1.040547198
1504,1.040486154
1505,1.040486109
1506,1.040486109
1507,1.040486109
1508,1.04048508
1509,1.04048508
1510,1.04048508
1511,1.04048508
1512,1.04048508
1513,1.04048508
1514,1.04048508
1515,1.04048508
1516,1.04048508
1517,1.04048508
1518,1.04048508
1519,1.04048508
1520,1.04048508
1521,1.040476062
1522,1.040476062
1523,1.040476062
1524,1.040476062
1525,1.040476062
1526,1.040476062
1527,1.040476062
1528,1.040476062
1529,1.040476062
1530,1.040476062
1531,1.040476062
1532,1.040476062
1533,1.040476062
1534,1.040476062
1535,1.040476062
1536,1.040476062
1537,1.040476062
1538,1.040476062
1539,1.040476062
1540,1.040476062
1541,1.040476062
1542,1.040476062
1543,1.040476062
1544,1.040476062
1545,1.040476062
1546,1.040476062
1547,1.040476062
1548,1.040476062
1549,1.040476062
1550,1.040442344
1551,1.040442344
1552,1.040442344
1553,1.040442344
1554,1.040442344
1555,1.040442344
1556,1.040442344
1557,1.040442344
1558,1.040442344
1559,1.040442344
1560,1.040442344
1561,1.040442344
1562,1.040442344
1563,1.040442344
1564,1.040442344
1565,1.040442344
1566,1.040442344
1567,1.040442344
1568,1.040442344
1569,1.040442344
1570,1.040442344
1571,1.040442344
1572,1.040442344
1573,1.040429958
1574,1.040429958
1575,1.040378919
1576,1.040371627
1577,1.040371627
1578,1.040371627
1579,1.040371627
1580,1.040371627
1581,1.040371627
1582,1.040371627
1583,1.040371627
1584,1.040371627
1585,1.040371627
1586,1.040371627
1587,1.040371627
1588,1.040371627
1589,1.040371627
1590,1.040366635
1591,1.040366635
1592,1.040366635
1593,1.040366635
1594,1.040366635
1595,1.040366635
1596,1.040366635
1597,1.040366635
1598,1.040366635
1599,1.040366635
1600,1.040366635
1601,1.040366635
1602,1.040366635
1603,1.040366635
1604,1.040366635
1605,1.040366635
1606,1.040366635
1607,1.040366635
1608,1.040366635
1609,1.040366635
1610,1.040366635
1611,1.040283854
1612,1.040242512
1613,1.040242512
1614,1.040242512
1615,1.040225468
1616,1.040225468
1617,1.040225468
1618,1.040225468
1619,1.040225468
1620,1.040225468
1621,1.040225468
1622,1.040225468
1623,1.040225468
1624,1.040225468
1625,1.040225468
1626,1.040225468
1627,1.040225468
1628,1.040225468
1629,1.040225468
1630,1.040225468
1631,1.040225468
1632,1.040225468
1633,1.040225468
1634,1.040225468
1635,1.040225468
1636,1.040225468
1637,1.040225468
1638,1.040225468
1639,1.040225468
1640,1.040225468
1641,1.040225468
1642,1.040225468
1643,1.040225468
1644,1.040225468
1645,1.040225468
1646,1.040225468
1647,1.040225468
1648,1.040225468
1649,1.040225468
1650,1.040225468
1651,1.040225468
1652,1.040212592
1653,1.040212592
1654,1.040212592
1655,1.040182995
1656,1.040182995
1657,1.040182995
1658,1.040182995
1659,1.040182995
1660,1.040182995
1661,1.040145154
1662,1.040144707
1663,1.040144707
1664,1.040144707
1665,1.040142403
