"","x"
"1",1.01845264536447
"2",1.01845264536447
"3",1.01845264536447
"4",1.01845264536447
"5",1.01845264536447
"6",1.01845264536447
"7",1.01828634716648
"8",1.01828634716648
"9",1.01828634716648
"10",1.01828634716648
"11",1.01828634716648
"12",1.01828634716648
"13",1.01828634716648
"14",1.01828388017585
"15",1.01828388017585
"16",1.01828388017585
"17",1.01828388017585
"18",1.01828388017585
"19",1.01828388017585
"20",1.01828388017585
"21",1.01828388017585
"22",1.01828388017585
"23",1.01828388017585
"24",1.01819919030203
"25",1.01819919030203
"26",1.01819919030203
"27",1.01819919030203
"28",1.01819919030203
"29",1.01819919030203
"30",1.01819919030203
"31",1.01819919030203
"32",1.01819919030203
"33",1.01819919030203
"34",1.01819919030203
"35",1.01819919030203
"36",1.01817134983758
"37",1.0181596583672
"38",1.0181596583672
"39",1.0181596583672
"40",1.0181596583672
"41",1.0181596583672
"42",1.0181596583672
"43",1.01690550251591
"44",1.01690550251591
"45",1.01690550251591
"46",1.01690550251591
"47",1.01690550251591
"48",1.01690550251591
"49",1.01690550251591
"50",1.01690550251591
"51",1.01690550251591
"52",1.01690550251591
"53",1.01690550251591
"54",1.01690550251591
"55",1.01690550251591
"56",1.01690550251591
"57",1.01690550251591
"58",1.01690550251591
"59",1.01690550251591
"60",1.01690550251591
"61",1.01690550251591
"62",1.01690550251591
"63",1.01690550251591
"64",1.01690550251591
"65",1.01690550251591
"66",1.01690550251591
"67",1.01690550251591
"68",1.01690550251591
"69",1.01690550251591
"70",1.01690550251591
"71",1.01690550251591
"72",1.01690550251591
"73",1.01690550251591
"74",1.01690550251591
"75",1.01690550251591
"76",1.01690550251591
"77",1.01690550251591
"78",1.01690550251591
"79",1.01690550251591
"80",1.01690550251591
"81",1.01690550251591
"82",1.01690550251591
"83",1.01690550251591
"84",1.01690550251591
"85",1.01690550251591
"86",1.01690550251591
"87",1.01685489876371
"88",1.01685489876371
"89",1.01685489876371
"90",1.01685489876371
"91",1.01685489876371
"92",1.01685489876371
"93",1.01685489876371
"94",1.01684614681803
"95",1.01684614681803
"96",1.01684614681803
"97",1.01684614681803
"98",1.01684614681803
"99",1.01684614681803
"100",1.01684614681803
"101",1.01684614681803
"102",1.01684614681803
"103",1.01684614681803
"104",1.01684614681803
"105",1.01684614681803
"106",1.01684614681803
"107",1.01684614681803
"108",1.01684614681803
"109",1.01684614681803
"110",1.01684614681803
"111",1.01684614681803
"112",1.01684614681803
"113",1.01673447224949
"114",1.01673447224949
"115",1.01672995553684
"116",1.01672995553684
"117",1.01672995553684
"118",1.01672995553684
"119",1.01672995553684
"120",1.01672995553684
"121",1.01672995553684
"122",1.01672995553684
"123",1.01672995553684
"124",1.01672995553684
"125",1.01672995553684
"126",1.01672995553684
"127",1.01672995553684
"128",1.01672995553684
"129",1.01672995553684
"130",1.01672995553684
"131",1.01672995553684
"132",1.01672995553684
"133",1.01672995553684
"134",1.01672995553684
"135",1.01672995553684
"136",1.01672995553684
"137",1.01672995553684
"138",1.01672995553684
"139",1.01672995553684
"140",1.01672995553684
"141",1.01672995553684
"142",1.01672995553684
"143",1.01672995553684
"144",1.01672995553684
"145",1.01672995553684
"146",1.01672995553684
"147",1.01672995553684
"148",1.01672995553684
"149",1.01672995553684
"150",1.01672995553684
"151",1.01672995553684
"152",1.01672995553684
"153",1.01672995553684
"154",1.01666304754688
"155",1.01666304754688
"156",1.01666304754688
"157",1.01666304754688
"158",1.01666304754688
"159",1.01666304754688
"160",1.01666304754688
"161",1.01666304754688
"162",1.01666304754688
"163",1.01666304754688
"164",1.01666304754688
"165",1.01666304754688
"166",1.01666304754688
"167",1.01666304754688
"168",1.01666304754688
"169",1.01666304754688
"170",1.01666304754688
"171",1.01666304754688
"172",1.01666304754688
"173",1.01666304754688
"174",1.01666304754688
"175",1.01666304754688
"176",1.01666304754688
"177",1.01666304754688
"178",1.01666304754688
"179",1.01666304754688
"180",1.01666304754688
"181",1.01666304754688
"182",1.01666304754688
"183",1.01666304754688
"184",1.01666304754688
"185",1.01666304754688
"186",1.01666304754688
"187",1.01666304754688
"188",1.01666304754688
"189",1.01666304754688
"190",1.01666304754688
"191",1.01666304754688
"192",1.0112622597225
"193",1.0112622597225
"194",1.0112622597225
"195",1.0112622597225
"196",1.0112622597225
"197",1.0112622597225
"198",1.0112622597225
"199",1.0112622597225
"200",1.0112622597225
"201",1.0112622597225
"202",1.0112622597225
"203",1.0112622597225
"204",1.0112622597225
"205",1.0112622597225
"206",1.0112622597225
"207",1.0112622597225
"208",1.0112622597225
"209",1.0112622597225
"210",1.0112622597225
"211",1.0112622597225
"212",1.0112622597225
"213",1.0112622597225
"214",1.0112622597225
"215",1.0112622597225
"216",1.0112622597225
"217",1.0112622597225
"218",1.0112622597225
"219",1.0112622597225
"220",1.0112622597225
"221",1.0112622597225
"222",1.0112622597225
"223",1.0112622597225
"224",1.0112622597225
"225",1.0112622597225
"226",1.0112622597225
"227",1.0112622597225
"228",1.0112622597225
"229",1.0112622597225
"230",1.0112622597225
"231",1.0112622597225
"232",1.0112622597225
"233",1.0112622597225
"234",1.0112622597225
"235",1.0112622597225
"236",1.0112622597225
"237",1.0112622597225
"238",1.0112622597225
"239",1.0112622597225
"240",1.0112622597225
"241",1.0112622597225
"242",1.01120749993846
"243",1.01120749993846
"244",1.01120749993846
"245",1.01120749993846
"246",1.01120749993846
"247",1.01120749993846
"248",1.01120749993846
"249",1.01120749993846
"250",1.01120749993846
"251",1.01120749993846
"252",1.01120749993846
"253",1.01120749993846
"254",1.01120749993846
"255",1.01120749993846
"256",1.01120749993846
"257",1.01120749993846
"258",1.01120749993846
"259",1.01120749993846
"260",1.01120749993846
"261",1.01120749993846
"262",1.01120749993846
"263",1.01120749993846
"264",1.01120749993846
"265",1.01120749993846
"266",1.01120749993846
"267",1.01120749993846
"268",1.01120749993846
"269",1.01120749993846
"270",1.01120749993846
"271",1.01120749993846
"272",1.01120749993846
"273",1.01120749993846
"274",1.01120749993846
"275",1.01120749993846
"276",1.01120749993846
"277",1.01120749993846
"278",1.01120749993846
"279",1.01120749993846
"280",1.01120749993846
"281",1.01120749993846
"282",1.01120749993846
"283",1.01120749993846
"284",1.01120749993846
"285",1.01120749993846
"286",1.01120749993846
"287",1.01120749993846
"288",1.01120749993846
